,mid_x,mid_y,mid_z,DTT_Mass_Recovery,MS_Actual,Al_pct,As_ppm,Au_ppm,Be_ppm,Ca_pct,Cr_ppm,Cu_pct,Fe_pct,K_pct,Mg_pct,Mn_ppm,Na_pct,P_ppm,Pb_ppm,S_pct,Si_pct,Sr_ppm,Ti_pct,V_ppm,W_ppm,Ac,Cb,Ch,Cp,Ep,FeOx_1_pct,He_s,Kspar,Lm,Mt,Py,ANDE_LOWER,ANDE_UPPER,ANLT,BX,Fe1_M1_100,Fe1_M1_200,Fe1_M1_220,Fe1_M1_221,Fe1_M1_222,Fe1_M1_302,Fe1_M1_304,Fe1_M1_306,Fe1_M1_400,Fe1_M1_502,Fe1_M1_504,Fe1_M1_506,Fe1_M1_508,Fe1_M1_602,Fe1_M1_604,Fe1_M1_606,Fe1_M1_802,Fe1_M1_804,Fe1_M1_806,Fe1_M1_808,Fe1_M1_902,Fe1_M1_904,Fe1_M1_906,Fe1_M1_908,in,out
1464,0.280369988,-0.386219131,0.923491566,0.337688442,0.15875979,-0.949746467,0.051833123,1.106476349,0.303964758,-0.989010989,0.007509387,1.278962898,1.104339464,0.025316456,-0.620915033,-0.705936073,-1.331428571,-0.634146341,0.005838198,0.694082247,-0.875993483,0.04379562,-0.517241379,-1.487524358,0.140401146,0.666666667,0.333333333,0.666666667,0.033333333,0,-0.436363636,0.4,0,0.005,-0.255813953,0.025,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1465,0.280341772,-0.38616503,0.890462557,-0.196984925,-0.269014052,-0.909177368,0.046776233,0.538294531,0.303964758,-0.769230769,0.006257822,0.67334204,0.501033149,-0.151898734,-0.60130719,-0.681278539,-1.033142857,-1.073170732,0.059216013,-0.028084253,-0.723388268,0.080291971,-0.551724138,-1.623887995,0.140401146,0,0,0,0.133333333,0,0.636363636,3.8,0.333333333,0,0.23255814,0.0375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1466,0.28033946,-0.386159335,0.886697029,-0.196984925,-0.269014052,-0.909177368,0.046776233,0.538294531,0.303964758,-0.769230769,0.006257822,0.67334204,0.501033149,-0.151898734,-0.60130719,-0.681278539,-1.033142857,-1.073170732,0.059216013,-0.028084253,-0.723388268,0.080291971,-0.551724138,-1.623887995,0.140401146,0.666666667,0.333333333,0.333333333,0,0,-0.509090909,0,0.666666667,0,-0.348837209,0.0025,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1467,0.280337841,-0.386155064,0.884043233,-0.196984925,-0.269014052,-0.909177368,0.046776233,0.538294531,0.303964758,-0.769230769,0.006257822,0.67334204,0.501033149,-0.151898734,-0.60130719,-0.681278539,-1.033142857,-1.073170732,0.059216013,-0.028084253,-0.723388268,0.080291971,-0.551724138,-1.623887995,0.140401146,0,0,0,0.006666667,0,-0.418181818,0.5,0.333333333,0.005,-0.337209302,0.025,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1468,0.280336222,-0.386149369,0.880636332,-0.196984925,-0.269014052,-0.909177368,0.046776233,0.538294531,0.303964758,-0.769230769,0.006257822,0.67334204,0.501033149,-0.151898734,-0.60130719,-0.681278539,-1.033142857,-1.073170732,0.059216013,-0.028084253,-0.723388268,0.080291971,-0.551724138,-1.623887995,0.140401146,0,0,0,0.066666667,0,0.636363636,5.3,0.333333333,0,-0.11627907,0.0375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1469,0.280334834,-0.386145098,0.878090119,-0.56281407,-0.428289072,-1.019293493,0.051833123,2.106476349,0.083700441,-0.395604396,0.006257822,1.439558845,0.84092403,0,-0.405228758,-0.63652968,-1.397714286,-0.707317073,0.005838198,0.589769308,-1.537282748,0.065693431,-0.551724138,-1.555706176,0.140401146,0,0,0,0.066666667,0,0.636363636,5.3,0.333333333,0,-0.11627907,0.0375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1470,0.280331596,-0.386133708,0.871634945,-0.56281407,-0.428289072,-1.019293493,0.051833123,2.106476349,0.083700441,-0.395604396,0.006257822,1.439558845,0.84092403,0,-0.405228758,-0.63652968,-1.397714286,-0.707317073,0.005838198,0.589769308,-1.537282748,0.065693431,-0.551724138,-1.555706176,0.140401146,0,0.666666667,0,0.066666667,0,0.727272727,6.8,0.333333333,0,-0.279069767,0.0375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1471,0.280327665,-0.386122319,0.865000461,-0.56281407,-0.428289072,-1.019293493,0.051833123,2.106476349,0.083700441,-0.395604396,0.006257822,1.439558845,0.84092403,0,-0.405228758,-0.63652968,-1.397714286,-0.707317073,0.005838198,0.589769308,-1.537282748,0.065693431,-0.551724138,-1.555706176,0.140401146,0.333333333,0.666666667,0.666666667,0.02,0,-0.490909091,0.1,0.333333333,0,-0.325581395,0.0175,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1477,0.279946065,-0.385646802,0.589116088,0.040201005,-0.151535939,0.655630728,0.054361568,0,0.303964758,0.175824176,0.012515645,-0.302810429,-0.748065842,-0.658227848,-0.450980392,-0.050228311,3.026857143,1.926829268,0.025854879,-0.385155466,0.700927072,0.145985401,2.275862069,1.898839278,0.140401146,0.333333333,0.666666667,0.666666667,0.02,0,-0.454545455,-0.1,0.333333333,0,-0.23255814,0.0075,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1478,0.279945371,-0.385636836,0.581943595,0.040201005,-0.151535939,0.655630728,0.054361568,0,0.303964758,0.175824176,0.012515645,-0.302810429,-0.748065842,-0.658227848,-0.450980392,-0.050228311,3.026857143,1.926829268,0.025854879,-0.385155466,0.700927072,0.145985401,2.275862069,1.898839278,0.140401146,0.333333333,0,0,0.006666667,0,-0.454545455,-0.15,0.333333333,0,-0.23255814,0.0075,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1479,0.279918775,-0.385557109,0.531198416,0.611055276,-0.082349136,1.043934959,0.041719343,-0.870796378,0.259911894,1.104395604,0.020025031,-0.048372273,-0.952000371,-0.455696203,-0.274509804,-0.114155251,2.562857143,1.926829268,0.015846539,-0.140421264,0.166808819,0.211678832,2.344827586,2.08065746,0.140401146,0.666666667,0.333333333,0.333333333,0.033333333,0,-0.272727273,1.3,0.666666667,0,-0.11627907,0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1480,0.279912068,-0.385545719,0.524025989,0.611055276,-0.082349136,1.043934959,0.041719343,-0.870796378,0.259911894,1.104395604,0.020025031,-0.048372273,-0.952000371,-0.455696203,-0.274509804,-0.114155251,2.562857143,1.926829268,0.015846539,-0.140421264,0.166808819,0.211678832,2.344827586,2.08065746,0.140401146,0,0.333333333,0,0.02,0,-0.418181818,-0.2,0.333333333,0,-0.186046512,0.025,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1504,-0.270044358,-0.696331404,1.152950668,-0.655276382,-0.515951702,0.904840906,0.013906448,0.44738544,0.039647577,0.802197802,0.095118899,0.696560731,-0.11926771,1.417721519,-0.333333333,-0.264840183,-0.469714286,0.024390244,0.005838198,0.284854564,-0.163835813,0.277372263,1.103448276,0.012475642,0.283667622,0.333333333,0.666666667,0,0.026666667,0,-0.272727273,1.3,0.333333333,0,-0.186046512,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1505,-0.270085987,-0.696295811,1.14578128,-0.655276382,-0.515951702,0.904840906,0.013906448,0.44738544,0.039647577,0.802197802,0.095118899,0.696560731,-0.11926771,1.417721519,-0.333333333,-0.264840183,-0.469714286,0.024390244,0.005838198,0.284854564,-0.163835813,0.277372263,1.103448276,0.012475642,0.283667622,0.666666667,0.333333333,0,0.006666667,0.333333333,-0.527272727,-0.1,0,0,-0.337209302,0.01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1518,0.134171674,-0.361843922,1.058564438,0.213065327,-0.151535939,1.032343788,0.026548673,-0.893523651,0.215859031,0.928571429,0.032540676,-0.069656073,-1.279145344,-0.164556962,0.287581699,0.447488584,2.049142857,1.390243902,0.005838198,-0.557673019,1.591124159,0.197080292,2.551724138,3.58065746,0.140401146,0.333333333,0.666666667,0.333333333,0.006666667,0,-0.454545455,-0.2,0,0,-0.23255814,0.0025,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1519,0.134241749,-0.361888057,1.053301811,0.213065327,-0.151535939,1.032343788,0.026548673,-0.893523651,0.215859031,0.928571429,0.032540676,-0.069656073,-1.279145344,-0.164556962,0.287581699,0.447488584,2.049142857,1.390243902,0.005838198,-0.557673019,1.591124159,0.197080292,2.551724138,3.58065746,0.140401146,1,0.666666667,1,0.006666667,0,-0.363636364,0.3,0.666666667,0,-0.11627907,0.0025,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1520,0.1343183,-0.361936463,1.047573776,0.213065327,-0.151535939,1.032343788,0.026548673,-0.893523651,0.215859031,0.928571429,0.032540676,-0.069656073,-1.279145344,-0.164556962,0.287581699,0.447488584,2.049142857,1.390243902,0.005838198,-0.557673019,1.591124159,0.197080292,2.551724138,3.58065746,0.140401146,0.333333333,0.333333333,0,0.006666667,0,-0.272727273,-0.2,0,0.015,0,0.01,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1523,0.141566154,-0.36719562,0.496587817,0.217085427,0.165234206,0.342669109,0.036662453,-0.688978197,0.215859031,-0.021978022,0.027534418,0.197358874,-0.11926771,1.632911392,-0.202614379,-0.054794521,-0.386857143,-0.146341463,0.005838198,-0.136409228,0.192243022,0.120437956,0.655172414,0.535202915,0.140401146,0.333333333,0,0.333333333,0.026666667,0.333333333,-0.363636364,0.3,0,0,-0.11627907,0.0375,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1524,0.141656119,-0.367262534,0.489428532,0.217085427,0.165234206,0.342669109,0.036662453,-0.688978197,0.215859031,-0.021978022,0.027534418,0.197358874,-0.11926771,1.632911392,-0.202614379,-0.054794521,-0.386857143,-0.146341463,0.005838198,-0.136409228,0.192243022,0.120437956,0.655172414,0.535202915,0.140401146,0.333333333,0.333333333,0.666666667,0.02,0,-0.272727273,0,0,0,0,0.025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1525,0.141880685,-0.367429107,0.471529846,0.040201005,1.762258361,-1.210547816,0.021491783,0.674658167,0.392070485,-1.032967033,0.012515645,0.754607459,1.512208522,-0.253164557,-0.522875817,-0.502283105,-1.364571429,-0.780487805,0.005838198,0.104312939,-1.791624773,0.02189781,-0.586206897,-1.442069813,0.140401146,0,0.333333333,0.666666667,0,0,-0.509090909,0.1,0.666666667,0,-0.302325581,0.0025,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1526,0.141926014,-0.367461852,0.467914253,0.040201005,1.762258361,-1.210547816,0.021491783,0.674658167,0.392070485,-1.032967033,0.012515645,0.754607459,1.512208522,-0.253164557,-0.522875817,-0.502283105,-1.364571429,-0.780487805,0.005838198,0.104312939,-1.791624773,0.02189781,-0.586206897,-1.442069813,0.140401146,0.666666667,0,0.666666667,0,0.333333333,0.090909091,-0.1,0,0,0.465116279,0.025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1527,0.141995396,-0.367513105,0.462365571,0.040201005,1.762258361,-1.210547816,0.021491783,0.674658167,0.392070485,-1.032967033,0.012515645,0.754607459,1.512208522,-0.253164557,-0.522875817,-0.502283105,-1.364571429,-0.780487805,0.005838198,0.104312939,-1.791624773,0.02189781,-0.586206897,-1.442069813,0.140401146,0.666666667,0,0.333333333,0.013333333,0.333333333,0.727272727,-0.2,0,0,1.279069767,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1528,0.142039801,-0.36754585,0.458821574,0.040201005,1.762258361,-1.210547816,0.021491783,0.674658167,0.392070485,-1.032967033,0.012515645,0.754607459,1.512208522,-0.253164557,-0.522875817,-0.502283105,-1.364571429,-0.780487805,0.005838198,0.104312939,-1.791624773,0.02189781,-0.586206897,-1.442069813,0.140401146,0.666666667,0.333333333,0.333333333,0.013333333,0,-0.272727273,0,0,0,0,0.025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1533,0.339955537,-0.135287317,0.729219558,0.920603015,0.07744349,-1.396006554,0.112515803,-0.05261456,0.348017621,-0.813186813,0.01126408,0.410196875,1.410241257,-0.860759494,-0.921568627,0.082191781,-1.348,-0.756097561,0.005838198,1.765295888,-1.689887963,0.040145985,-0.551724138,-1.442069813,0.140401146,0.333333333,0,0,0.006666667,0,0.727272727,3.8,0,0.005,0.348837209,0.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1534,0.339998091,-0.135294436,0.722048198,0.920603015,0.07744349,-1.396006554,0.112515803,-0.05261456,0.348017621,-0.813186813,0.01126408,0.410196875,1.410241257,-0.860759494,-0.921568627,0.082191781,-1.348,-0.756097561,0.005838198,1.765295888,-1.689887963,0.040145985,-0.551724138,-1.442069813,0.140401146,0.333333333,0,0.333333333,0,0,-0.527272727,-0.1,0,0.15,-0.348837209,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1535,0.488402977,-0.324713765,1.214138714,-0.297487437,-0.451359312,1.362692164,0.013906448,0,0.436123348,-0.527472527,0.021276596,-0.274948,-1.538312142,-0.481012658,1.032679739,0.684931507,2.065714286,2.634146341,0.005838198,-0.674022066,2.252413424,0.149635036,3.517241379,4.785202915,0.140401146,0,0.333333333,0.666666667,0,0,-0.481818182,-0.15,0,0.05,-0.279069767,0.0025,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1536,0.488392339,-0.324730849,1.206966672,-0.297487437,-0.451359312,1.362692164,0.013906448,0,0.436123348,-0.527472527,0.021276596,-0.274948,-1.538312142,-0.481012658,1.032679739,0.684931507,2.065714286,2.634146341,0.005838198,-0.674022066,2.252413424,0.149635036,3.517241379,4.785202915,0.140401146,0,0.666666667,0.666666667,0.006666667,0,-0.472727273,-0.1,0,0.1,-0.279069767,0.0375,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1537,0.488209865,-0.325017013,1.104480627,-0.293467337,-0.448705345,1.606106757,0.099873578,0,0.480176211,1.247252747,0.01126408,-0.235863203,-1.59354441,1.101265823,-0.163398693,0.694063927,0.541142857,3.414634146,0.059216013,-0.710130391,1.820031982,0.193430657,3.827586207,3.944293824,0.140401146,0,1,0,0,0,-0.445454545,0.3,0,0,-0.337209302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1538,0.488198532,-0.325039792,1.097811025,-0.293467337,-0.448705345,1.606106757,0.099873578,0,0.480176211,1.247252747,0.01126408,-0.235863203,-1.59354441,1.101265823,-0.163398693,0.694063927,0.541142857,3.414634146,0.059216013,-0.710130391,1.820031982,0.193430657,3.827586207,3.944293824,0.140401146,0,0.666666667,0.333333333,0.006666667,0,-0.472727273,-0.2,0.333333333,0.2,-0.255813953,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1539,0.488188125,-0.325059724,1.091607613,-0.293467337,-0.448705345,1.606106757,0.099873578,0,0.480176211,1.247252747,0.01126408,-0.235863203,-1.59354441,1.101265823,-0.163398693,0.694063927,0.541142857,3.414634146,0.059216013,-0.710130391,1.820031982,0.193430657,3.827586207,3.944293824,0.140401146,0,1,0,0,0,-0.472727273,-0.2,0,0.15,-0.348837209,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1540,0.488153203,-0.325138028,1.06959115,-0.120603015,-0.430284167,0.748360097,0.094816688,0.174658167,0.392070485,2.126373626,0.01126408,0.506941421,-1.589295774,0.367088608,0.339869281,0.785388128,0.889142857,2.268292683,0.0558799,-0.461384152,1.387650539,0.208029197,2.896551724,2.557930187,0.140401146,0,0.333333333,0.666666667,0.093333333,0,-0.218181818,0.3,0.333333333,0.05,-0.046511628,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1541,0.487547037,-0.326809455,0.539493038,-0.028140704,-0.053321624,-0.770083315,0.011378003,0.470112712,0.127753304,1.357142857,0.030037547,1.015817733,0.305595892,-0.012658228,-0.111111111,0.328767123,-1.165714286,0.048780488,0.155963303,0.128385155,-1.460980141,0.065693431,-0.103448276,-1.078433449,0.140401146,0,0.333333333,0.333333333,0.066666667,0,-0.272727273,0.8,0.666666667,0,0,0.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1542,0.487541718,-0.326832234,0.532321215,-0.028140704,-0.053321624,-0.770083315,0.011378003,0.470112712,0.127753304,1.357142857,0.030037547,1.015817733,0.305595892,-0.012658228,-0.111111111,0.328767123,-1.165714286,0.048780488,0.155963303,0.128385155,-1.460980141,0.065693431,-0.103448276,-1.078433449,0.140401146,0.333333333,0.333333333,0.666666667,0.013333333,0,-0.363636364,0.8,0.333333333,0,-0.337209302,0.0625,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1563,-0.71493431,-0.286626879,0.632469904,0.08040201,-0.155719548,1.380078921,0.044247788,0,0.480176211,0.115384615,0.016270338,-0.225027814,-1.57230123,-0.417721519,0.254901961,-0.237442922,4.916,3.219512195,0.005838198,-0.621865597,3.015439499,0.291970803,3.793103448,4.171566551,0.140401146,0,0.333333333,0.666666667,0.006666667,0,-0.418181818,0,0,0,-0.23255814,0.0125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1583,-0.295003996,-0.309406117,0.517595508,0.406030151,0.447929582,0.45858082,0.031605563,0.856476349,0.392070485,-0.703296703,0.077596996,1.166739225,0.212125899,1.17721519,1.013071895,0.182648402,-1.182285714,-0.414634146,0.019182652,-0.332998997,-0.087533206,0.193430657,0.75862069,0.489748369,0.140401146,0,0.666666667,1,0.133333333,0.333333333,0.090909091,0.3,0,0,0.348837209,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1584,-0.294995902,-0.309406117,0.513291969,0.406030151,0.447929582,0.45858082,0.031605563,0.856476349,0.392070485,-0.703296703,0.077596996,1.166739225,0.212125899,1.17721519,1.013071895,0.182648402,-1.182285714,-0.414634146,0.019182652,-0.332998997,-0.087533206,0.193430657,0.75862069,0.489748369,0.140401146,0,0.666666667,1,0.133333333,0.333333333,0.090909091,0.3,0,0,0.348837209,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1585,-0.294977631,-0.309406117,0.503967637,0.406030151,0.447929582,0.45858082,0.031605563,0.856476349,0.392070485,-0.703296703,0.077596996,1.166739225,0.212125899,1.17721519,1.013071895,0.182648402,-1.182285714,-0.414634146,0.019182652,-0.332998997,-0.087533206,0.193430657,0.75862069,0.489748369,0.140401146,0,0.666666667,1,0.033333333,0.333333333,-0.509090909,-0.18,0.333333333,0,-0.302325581,0.0375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1586,-0.294965374,-0.309406117,0.49772751,0.406030151,0.447929582,0.45858082,0.031605563,0.856476349,0.392070485,-0.703296703,0.077596996,1.166739225,0.212125899,1.17721519,1.013071895,0.182648402,-1.182285714,-0.414634146,0.019182652,-0.332998997,-0.087533206,0.193430657,0.75862069,0.489748369,0.140401146,0,0.333333333,1,0,0,-0.509090909,-0.1,0.333333333,0,-0.325581395,0.0125,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1600,0.109682444,-0.510714784,1.168135262,1.499497487,1.104075071,-0.770083315,0.034134008,-0.825341833,0.348017621,-0.351648352,0.030037547,0.007739564,0.67097859,-0.405063291,0.287581699,0.273972603,-1.397714286,-0.414634146,0.005838198,-0.445336008,-0.875993483,0.03649635,-0.379310345,-1.41934254,0.140401146,0.333333333,0,0.333333333,0,0,0.545454545,0.3,0.333333333,0,0.930232558,0.0075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1601,0.109682444,-0.510714784,1.160962567,1.499497487,1.104075071,-0.770083315,0.034134008,-0.825341833,0.348017621,-0.351648352,0.030037547,0.007739564,0.67097859,-0.405063291,0.287581699,0.273972603,-1.397714286,-0.414634146,0.005838198,-0.445336008,-0.875993483,0.03649635,-0.379310345,-1.41934254,0.140401146,0.333333333,0.333333333,0.666666667,0,0,-0.090909091,1.3,0.333333333,0,-0.11627907,0.0125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1620,0.294808339,-0.236290458,0.92630375,0.036180905,-0.407260833,1.687244955,0.026548673,0,0.524229075,0.164835165,0.016270338,-0.290040149,-1.872254933,0.949367089,0.169934641,0.173515982,3.490857143,3.536585366,0.029190992,-0.746238716,2.811965879,0.441605839,4,4.285202915,0.140401146,0,0,0.333333333,0.013333333,0,-0.509090909,-0.2,0.333333333,0,-0.302325581,0.005,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1621,0.29476671,-0.236279068,0.919132412,0.036180905,-0.407260833,1.687244955,0.026548673,0,0.524229075,0.164835165,0.016270338,-0.290040149,-1.872254933,0.949367089,0.169934641,0.173515982,3.490857143,3.536585366,0.029190992,-0.746238716,2.811965879,0.441605839,4,4.285202915,0.140401146,0,0,0.333333333,0.013333333,0,-0.509090909,-0.2,0.333333333,0,-0.302325581,0.005,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1642,-0.499860225,0.417769799,-2.225722989,0.196984925,0.156330704,0.018116319,0,-1.42761456,0.299559471,0.417582418,0.010012516,-0.390441639,-0.935005826,-1.050632911,-0.346405229,-0.685844749,0.922285714,1.414634146,0.00116764,-0.726178536,1.870900387,0.113868613,-0.475862069,-0.896615267,0.020057307,0.666666667,0.333333333,0.666666667,0.01,0,-0.218181818,0,0,0,0.069767442,0.0025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1653,-0.492023551,0.381332984,-3.763913483,-0.611055276,-0.511963658,0.997570275,0.05335019,-1.348069106,0.400881057,0.967032967,0.002503129,-0.337831955,-1.194172624,-0.291139241,-0.633986928,0.210045662,2.944,2.317073171,0.014512093,-0.629889669,0.599190262,0.202554745,3.879310345,3.057930187,0.008595989,0,0.333333333,0.333333333,0.006666667,0,-0.418181818,-0.15,0,0,-0.186046512,0.02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1658,-0.20145999,1.049930666,-2.990015712,0.546733668,0.882985934,0.823702709,0.009102402,-1.075341833,0.308370044,-0.615384615,0.120150188,-0.361244135,-0.314704967,1.759493671,0.941176471,-0.255707763,-0.618857143,-0.12195122,0.002502085,-0.116349047,0.065072009,0.093065693,0.437931034,0.398839278,0.012893983,0.333333333,0.666666667,1,0.006666667,0,-0.272727273,0,0,0,0,0.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1659,-0.201444957,1.049897921,-2.997186422,0.546733668,0.882985934,0.823702709,0.009102402,-1.075341833,0.308370044,-0.615384615,0.120150188,-0.361244135,-0.314704967,1.759493671,0.941176471,-0.255707763,-0.618857143,-0.12195122,0.002502085,-0.116349047,0.065072009,0.093065693,0.437931034,0.398839278,0.012893983,0.333333333,0.666666667,1,0.006666667,0,-0.181818182,0,0,0,0.11627907,0.075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1660,-0.201075614,1.049134816,-3.163903207,0.096482412,0.252190959,0.725177755,0.00505689,-1.325341833,0.220264317,-0.164835165,0.108886108,-0.384075848,-0.773557658,2,1.222222222,-0.210045662,-0.850857143,-0.414634146,0,-0.21664995,1.031571704,0.151459854,0.613793103,0.535202915,0.015759312,0.333333333,0.666666667,1,0.006666667,0,-0.236363636,0,0,0,0.046511628,0.075,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1661,-0.200640822,1.048272052,-3.335987687,1.36281407,2.23593492,-0.55564665,0.006573957,-1.42761456,0.27753304,-1.21978022,0.030037547,-0.382992309,1.197809456,0.329113924,0.183006536,-0.828310502,-1.348,-0.243902439,0.000834028,-0.176529589,-1.003164496,0.02189781,-0.475862069,-0.055706176,0.012893983,0.333333333,0.666666667,1,0.013333333,0,0.090909091,0,0,0,0.465116279,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1662,-0.199987708,1.047360883,-3.508059049,0.088442211,0.196731458,0.528127846,0.010619469,-1.42761456,0.193832599,-0.137362637,0.037546934,-0.384656315,-0.765060386,-0.506329114,0.784313725,-0.575342466,0.342285714,0.780487805,0.005838198,-0.096288867,1.336782134,0.110218978,0.175862069,0.83065746,0.008595989,0.333333333,0.666666667,1,0.006666667,0,-0.181818182,0.3,0,0,0.11627907,0.075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1663,-0.199226821,1.046369986,-3.680114686,0.092462312,0.277795765,0.875862979,0.00783818,-1.370796378,0.246696035,-0.379120879,0.04505632,-0.386378368,-0.654595849,-0.417721519,0.85620915,-0.410958904,1.154285714,0.292682927,0.002835696,0.080240722,1.235045324,0.093430657,-0.179310345,0.717021096,0.008595989,0.333333333,0.666666667,1,0.003333333,0,-0.090909091,0.2,0,0,0.23255814,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
